OBJECT_ID	SA2022	Factor
B08993	A087064035/02	0.7712
B08860	A087064019	0.771
B08848	A087064043	0.7701
B10536	A087064011	0.768
B08838	A087064030	0.7677
B10537	A087064046	0.767
B08839	A087064013	0.7655
B08861	A087064022	0.7652
B08864	A087064048	0.7651
B08845	A087064010	0.7649
B08826	A087064047	0.7647
B08844	A087064050	0.7634
B08847	A087064014	0.763
B08853	A087064041	0.7611
B08863	A087064051/02	0.7521
B08840	A087064028	0.7513
B08842	A087064023	0.7394
B08862	A087064035/03	0.7384
B08831	A087064016	0.7377
B08837	A087064029	0.7375
B08846	A087064024	0.7281
B08858	A087064018	0.7267
B08856	A087064040	0.7267
B18831	A087064009/02	0.7158
B08832	A087064004	0.7156
B08857	A087064025	0.6744
B08821	A087064009/03	0.6719
B18830	A087064009/01	0.6518
B10538	A087064051/01	0.6513
B08994	A087064035/01	0.572
B15714	A087065001	0.763
B08966	A087066013	0.7682
B10561	A087066039	0.7475
B08952	A087066017	0.7468
B08973	A087066023	0.7465
B08965	A087066014	0.7429
B08999	A087066036	0.7227
B08998	A087066037/087066038	0.7492
B08997	A087066049	0.6244
B09009	A087066047/01	0.7351
B08974	A087066016	0.7317
B08964	A087066015	0.7313
B08960	A087066003	0.7298
B08972	A087066022	0.7296
B08948	A087066024/01	0.7287
B08979	A087066010	0.7279
B09007	A087066002	0.724
B08961	A087066001	0.7232
B08953	A087066012	0.7228
B08976	A087066048	0.7219
B09002	A087066021	0.7218
B10563	A087066041	0.7212
B08963	A087066009	0.6997
B08959	A087066031	0.6993
B08967	A087066032	0.6986
B08969	A087066020	0.6978
B08978	A087066042	0.6978
B09010	A087066047/02	0.6977
B08980	A087066011	0.684
B10562	A087066035	0.684
B09006	A087066004	0.6835
B08962	A087066025	0.6833
B08956	A087066008	0.6829
B09004	A087066005	0.6773
B09003	A087066044	0.6765
B08958	A087066027	0.6754
B08951	A087066006/01	0.6746
B08977	A087066043/01	0.6738
B08954	A087066040	0.6674
B09000	A087066034	0.6665
B09001	A087066019	0.6648
B08970	A087066007	0.656
B08968	A087066045/01	0.6556
B08971	A087066018	0.6546
B08950	A087066043/02	0.6531
B08955	A087066026	0.6472
B08981	A087066029/01	0.6462
B09008	A087066030	0.6454
B09014	A087066024/02	0.645
B09005	A087066045/02	0.6438
B09017	A087066006/02	0.6368
B09013	A087066046/04	0.6366
B09011	A087066046/02	0.6345
B08957	A087066028	0.6345
B08949	A087066046/01	0.6279
B08975	A087066029/02	0.626
B09015	A087066024/03	0.6235
B09016	A087066024/04	0.61
B09012	A087066046/03	0.5836
B08746	A087067004	1.278
B08745	A087067007	0.925
B08744	A087067003	0.8665
B08748	A087067006	0.8635
B08762	A087067008/02	0.8622
B08752	A087067012	0.8612
B08760	A087067001	0.8579
B08743	A087067009	0.8536
B08750	A087067011	0.8489
B08749	A087067017	0.8441
B08753	A087067002	0.8414
B08751	A087067010	0.8383
B08763	A087067008/01	0.7405
B08764	A087067016	0.7527
B08761	A087067014	0.8271
B08759	A087067018	0.8251
B08747	A087067005	0.819
B08757	A087067013/01	0.8145
B08758	A087067013/02	0.7848
B08756	A087067015/03	0.7822
B08755	A087067015/02	0.7711
B08754	A087067015/01	0.7691
B16690	A087068001	0.7392
B08782	A087069020	0.9857
B08804	A087069005	0.9488
B08811	A087069006/02	0.9485
B08784	A087069011	0.9146
B08791	A087069039	0.914
B08773	A087069002	0.9139
B08793	A087069050	0.9135
B08772	A087069003	0.8503
B08796	A087069015	0.8485
B08792	A087069045	0.8473
B08783	A087069019	0.8422
B08785	A087069044	0.8366
B08806	A087069031	0.8355
B08776	A087069024	0.8338
B08805	A087069021	0.8252
B08794	A087069041	0.824
B08774	A087069046	0.8237
B08803	A087069036	0.8232
B08765	A087069049	0.8229
B08788	A087069012	0.822
B08810	A087069048	0.8263
B18587	A087069010/02	0.7181
B08983	A087069010/01	0.7522
B08982	A087069008/03	0.6883
B08775	A087069047	0.8194
B08800	A087069035	0.8193
B08779	A087069027	0.8163
B08802	A087069034	0.8147
B08807	A087069032	0.8142
B08781	A087069023	0.8139
B08771	A087069018	0.8127
B08780	A087069029	0.8121
B08801	A087069013	0.8116
B08809	A087069007	0.8093
B08790	A087069040	0.8093
B08815	A087069009	0.8061
B08813	A087069008/01	0.804
B08799	A087069038	0.804
B08812	A087069016/02	0.8037
B08789	A087069042	0.8036
B08786	A087069033	0.8034
B08808	A087069025	0.8033
B08795	A087069022	0.8032
B10521	A087069004	0.8015
B08797	A087069014	0.8009
B08770	A087069028	0.7998
B08766	A087069043	0.7992
B08777	A087069030	0.7875
B08798	A087069026	0.7745
B08767	A087069001	0.7743
B08814	A087069008/02	0.7726
B08787	A087069037	0.7609
B08769	A087069006/01	0.747
B08768	A087069016/01	0.7226
B08778	A087069017	0.673
B12319	A087070002	0.7028
B04184	A087070001	0.6578
B12214	A087070003/01	0.7571
B12216	A087070008	0.7498
B12212	A087070009	0.7431
B12208	A087070005	0.7414
B12211	A087070006	0.7405
B12210	A087070007	0.702
B12215	A087070004/02	0.6877
B12213	A087070003/02	0.6667
B12209	A087070004/01	0.6352
B04006	A087071011	0.9931
B04013	A087071066	0.9246
B04009	A087071064	0.856
B04004	A087071019/01	0.7938
B04039	A087071023/05	0.7916
B04008	A087071058	0.7857
B04037	A087071020	0.7849
B04018	A087071025	0.782
B04003	A087071049	0.7785
B04046	A087071054/03	0.7782
B03986	A087071048	0.7765
B03993	A087071061	0.7744
B03995	A087071009	0.772
B04028	A087071050	0.7717
B04017	A087071039	0.7712
B04014	A087071065	0.7685
B04005	A087071043	0.7685
B04031	A087071041	0.7655
B04043	A087071057/02	0.7653
B04053	A087071051	0.7267
B03988	A087071047	0.7637
B04019	A087071042	0.7634
B04033	A087071040	0.7615
B04021	A087071044	0.7602
B04010	A087071037	0.7597
B03990	A087071008	0.7593
B04020	A087071031	0.7592
B04000	A087071033	0.7584
B03984	A087071022	0.7577
B04047	A087071054/04	0.7562
B04056	A087071067/02	0.7541
B03992	A087071053	0.7534
B04011	A087071016	0.752
B03991	A087071010	0.7484
B04016	A087071038	0.7463
B04029	A087071026	0.746
B04030	A087071013	0.7449
B03987	A087071063	0.7442
B04012	A087071005	0.7202
B04025	A087071052	0.7194
B03978	A087071045	0.719
B03980	A087071056	0.719
B04026	A087071015	0.7186
B04002	A087071007	0.7184
B03982	A087071036	0.718
B04024	A087071001	0.7065
B03994	A087071030	0.7056
B04022	A087071046	0.7054
B03981	A087071060	0.7043
B03974	A087071012	0.7038
B03985	A087071018/02	0.7035
B04034	A087071062	0.7034
B03983	A087071006	0.7033
B04023	A087071002	0.7033
B04040	A087071059/01	0.703
B03979	A087071032	0.7018
B04027	A087071014	0.7015
B04048	A087071028/02	0.6948
B03977	A087071021	0.6948
B04036	A087071067/01	0.6937
B03975	A087071029/01	0.6926
B03996	A087071055	0.6921
B04015	A087071034	0.6921
B03989	A087071004	0.6921
B03998	A087071024	0.6919
B04007	A087071027	0.6916
B04001	A087071017	0.6914
B04038	A087071023/01	0.6847
B03997	A087071028/01	0.6844
B04032	A087071035/02	0.6818
B03976	A087071003	0.6808
B04059	A087071057/01	0.6725
B04044	A087071057/03	0.6723
B03973	A087071019/02	0.6717
B04045	A087071054/01	0.67
B03999	A087071035/01	0.652
B04050	A087071023/02	0.651
B04052	A087071023/04	0.6492
B04051	A087071023/03	0.6492
B04049	A087071029/02	0.6422
B04055	A087071059/04	0.6414
B04041	A087071059/02	0.6375
B04042	A087071054/02	0.6245
B04054	A087071059/03	0.6101
B04035	A087071018/01	0.6094
B07454	A087072003	0.7258
B07456	A087072002	0.7414
B07455	A087072001	0.734
B07449	A087074004	0.8017
B07450	A087074003	0.7537
B07452	A087074001	0.7517
B07453	A087074002	0.7318
B15046	A087075002	0.7607
B15044	A087075001	0.7353
B15045	A087075003	0.7076
B16651	A087076001	0.7121
B18427	A087076002	0.7262
B16697	A087077001	0.71
B16687	A087078001	0.6952
B12202	A087079005	1.1588
B12171	A087079006	0.9506
B12203	A087079008	0.848
B12169	A087079009	0.8422
B12173	A087079007	0.832
B12201	A087079001	0.741
B12170	A087079010	0.824
B12174	A087079003/01	0.8151
B12172	A087079004	0.8147
B14919	A087079003/02	0.8077
B12175	A087079002	0.7935
B15047	A087080001	0.7708
B15048	A087080002	0.7337
B15055	A087081003	0.7143
B15053	A087081001	0.6998
B15054	A087081002	0.6746
B12176	A087082003	1.2018
B12178	A087082006	0.9125
B12177	A087082005	1.0189
B12180	A087082007	0.8156
B12179	A087082004/01	0.7347
B12204	A087082001	0.7901
B12206	A087082002	0.7394
B12205	A087082004/02	0.7232
B04530	A167079002	0.7164
B04531	A167079004	0.7005
B07241	A167079003	0.7022
B04465	A167079001/01	0.6809
B04466	A167079001/02	0.5867
B04072	A087083002	0.9338
B04155	A087083001	0.7383
B12320	A087084005	0.71
B12322	A087084004	0.7158
B12219	A087084001/01	0.6739
B12321	A087084003/01	0.6745
B12218	A087084002	0.7047
B12217	A087084003/02	0.6694
B12323	A087084001/02	0.6368
B12207	A087085003	0.8318
B12318	A087085002	0.7538
B12317	A087085001	0.7057
B18461	A087086001	0.7569
B18462	A087086002	0.751
B17186	A087086004	0.7273
B17187	A087086003	0.7353
B10696	A087087002	0.7804
B10709	A087087001	0.7306
B17361	A087088002	0.7519
B17360	A087088001	0.7383
B08818	A087089004	0.8768
B08989	A087089002	0.8695
B08990	A087089003	0.8786
B08988	A087089001	0.7834
B18446	A097001002	0.7407
B18037	A097001001	0.7277
B16521	A097003001	0.7206
B16509	A097004001	0.759
B18456	A097004002	0.7205
B16506	A097005001	0.6537
B16586	A097006001	0.7398
B16504	A097007001	0.7153
B16505	A097008001	0.7367
B15064	A097009001	0.7363
B14851	A097010002	0.8012
B12327	A097010001	0.7301
B12261	A097011003	1.0376
B12345	A097011006	0.7984
B12260	A097011005	0.7261
B12259	A097011004	0.7697
B12343	A097011001	0.7525
B12344	A097011002	0.7729
B18459	A097012001	0.7207
B18406	A097013001	0.8082
B12342	A097014002	0.7801
B12258	A097014003	0.784
B12341	A097014001	0.7131
B18036	A097015001	0.7836
B16707	A097016001	0.6721
B18458	A097017001	0.7682
B18479	A097018001	0.7171
B18481	A097018002	0.6907
B10739	A097019003	0.7443
B10737	A097019004	0.7653
B10738	A097019001	0.7596
B10736	A097019002	0.7445
B10710	A097019005	0.763
B10712	A097020005	1.2025
B10714	A097020002	0.9587
B10713	A097020006	0.919
B10716	A097020007	0.8147
B10711	A097020001	0.8059
B10715	A097020004	0.7951
B10717	A097020003	0.7915
B10741	A097020008	0.7855
B18350	A097021001	0.7359
B10718	A097022007	0.7898
B10719	A097022009/097022006	1.0207
B11752	A097022004	0.8264
B10720	A097022010	0.8101
B10721	A097022001	0.7346
B10742	A097022005	0.7639
B10745	A097022003	0.7231
B10743	A097022002	0.6742
B10744	A097022008	0.7385
B18447	A097023001	0.6429
B17242	A097024001	0.7065
B17241	A097024002	0.7238
B09020	A097025003/01	0.7775
B09036	A097025001	0.748
B09035	A097025003/02/097025004	0.7532
B09034	A097025002	0.7408
B16464	A097026001	0.7451
B16507	A097027001	0.7495
B16548	A097028001	0.7358
B16510	A097029002	0.7158
B17239	A097029001	0.6716
B16709	A097030001	0.7233
B15075	A097031002	0.7245
B15076	A097031001	0.7006
B16706	A097032002	0.7479
B15704	A097032001	0.736
B15070	A097034001	0.7114
B15069	A097034002	0.6053
B16700	A097035001	0.7128
B18349	A097036001	0.7492
B18460	A097037001	0.7165
B09031	A097038002	0.7137
B10532	A097038001	0.6221
B16703	A097039001	0.7087
B15071	A097040001	0.7311
B07342	A097041003	0.7645
B07343	A097041004	0.723
B04349	A097041002	0.7385
B04348	A097041001	0.74
B15072	A097042001	0.7358
B07460	A097043003/01	1.1155
B08568	A097043001	1.0159
B08569	A097043003/02	0.7939
B07468	A097043002	0.741
B18028	A097044001	0.7142
B18029	A097045001	0.7348
B07461	A097046003	0.9384
B07469	A097046001/097046002	0.8032
B07457	A097047004	0.7436
B08590	A097047005	0.8203
B07464	A097047003	0.7425
B07463	A097047001	0.7124
B07462	A097047002	0.7041
B18856	A097048002	1.1713
B08591	A097048004	0.9735
B07458	A097048008	0.8736
B15056	A097048006	0.8493
B07467	A097048003	0.7415
B07459	A097048007	0.8673
B07465	A097048001	0.7309
B07466	A097048005	0.7211
B17107	A097049003	0.7373
B16702	A097049001	0.7073
B18482	A097049002	0.6545
B04224	A097050004	0.8226
B04223	A097050005	0.7638
B04337	A097050002	0.7364
B04338	A097050001	0.7753
B04336	A097050003	0.7916
B14966	A097051003	1.1268
B12333	A097051001	0.7178
B14967	A097051002	0.7869
B18041	A097052001	0.7215
B07222	A097053003	1.1155
B07223	A097053002	0.7737
B04347	A097053001/01	0.7912
B18629	A097053001/02	0.7709
B04320	A097054002	0.7149
B04321	A097054001	0.6987
B18039	A097055001	0.7335
B18347	A097056001	0.7232
B16590	A097057001	0.7329
B17425	A097057002	0.7062
B17108	A097059001	0.7334
B18040	A097060001	0.7081
B04231	A097061021	1.1461
B04240	A097061014	0.905
B04230	A097061023	0.8702
B04226	A097061003	0.8697
B04233	A097061016	0.8076
B04237	A097061009	0.8049
B04227	A097061010	0.804
B04238	A097061011	0.803
B04244	A097061015	0.8016
B04234	A097061006	0.7938
B04242	A097061008	0.7929
B04239	A097061012	0.7883
B04228	A097061019	0.7855
B04246	A097061007	0.783
B04243	A097061013	0.7825
B04235	A097061005	0.7818
B04225	A097061020	0.7787
B04236	A097061017	0.7778
B04241	A097061004	0.7679
B04229	A097061002	0.7638
B04247	A097061001	0.7638
B04232	A097061022	0.758
B04245	A097061018	0.7336
B04317	A097062007	1.0733
B04315	A097062018	0.799
B04304	A097062008/097062009	0.7941
B04314	A097062002	0.7902
B04318	A097062004	0.783
B04316	A097062001	0.7801
B04311	A097062005	0.7778
B04308	A097062010/097062016	0.7772
B04306	A097062011	0.7768
B04305	A097062013	0.7758
B04309	A097062015	0.7744
B04310	A097062006	0.7734
B04319	A097062003	0.7697
B04313	A097062017	0.7636
B04307	A097062012	0.7602
B04312	A097062014	0.7451
B04252	A097063037	1.1878
B04275	A097063059	1.1874
B04295	A097063005	1.1833
B04268	A097063030	1.1083
B04267	A097063028	1.0749
B04302	A097063057	0.9045
B07250	A097063058	0.8091
B04278	A097063029	0.8082
B04282	A097063016	0.7445
B04272	A097063036	0.8061
B04261	A097063014	0.8019
B04250	A097063004	0.8006
B04280	A097063039	0.7967
B04294	A097063031	0.7878
B04259	A097063006	0.7878
B04269	A097063025	0.7849
B18630	A097063055	0.7844
B04262	A097063024	0.7843
B04290	A097063061	0.7828
B04265	A097063027	0.7826
B04285	A097063042	0.7818
B04299	A097063062	0.7795
B04286	A097063045	0.7792
B04277	A097063003	0.7791
B04297	A097063008	0.7788
B04283	A097063060	0.7778
B04342	A097063002	0.755
B04340	A097063056/02	0.7093
B04341	A097063001	0.7288
B04339	A097063013	0.7256
B04276	A097063041	0.7765
B04248	A097063044	0.7752
B04251	A097063052	0.7746
B04293	A097063038	0.7745
B04279	A097063050	0.7735
B04298	A097063007	0.772
B04270	A097063040	0.7713
B04288	A097063033	0.7708
B04264	A097063026	0.7683
B04263	A097063032	0.7674
B04296	A097063048	0.7667
B04249	A097063035	0.7619
B04287	A097063047	0.7617
B07249	A097063012	0.7613
B04255	A097063054	0.7595
B04260	A097063043	0.757
B04291	A097063046	0.7567
B04266	A097063023	0.7565
B04274	A097063020	0.7561
B04284	A097063010	0.7558
B04303	A097063009	0.7552
B04273	A097063019	0.7469
B04254	A097063017	0.7469
B04292	A097063021	0.7463
B04271	A097063022	0.7449
B04257	A097063051	0.7358
B04281	A097063018	0.7336
B04258	A097063053	0.7316
B04256	A097063015	0.7314
B04289	A097063011	0.7217
B04253	A097063049	0.7179
B04301	A097063056/01	0.7065
B04300	A097063034	0.6835
B16512	A097064002	0.6961
B16462	A097064001	0.6906
B04222	A097065003/01	0.7641
B04334	A097065003/02/097065002	0.7257
B04335	A097065001	0.7284
B18445	A097066001	0.7909
B16520	A097067002	0.7593
B16511	A097067001	0.7167
B04322	A097068002	0.9392
B04350	A097068003	0.795
B04351	A097068001	0.7325
B18298	A097069002	0.7044
B18299	A097069001	0.7342
B18478	A097070002	0.7379
B18477	A097070001	0.7228
B15059	A097071001	0.6398
B07321	A097072002	0.7649
B06734	A097072001	0.7151
B16517	A097073001	0.7262
B18348	A097074001	0.7268
B16549	A097075001	0.7514
B10573	A097076003	0.7727
B10740	A097076001	0.8268
B09029	A097076004/097076002	0.7572
B09030	A097076005	0.7287
B16522	A097077001	0.7415
B16463	A097079001	0.7304
B18034	A097078001	0.676
B17240	A097079002	0.7217
B18455	A097080002	0.7367
B17238	A097080001	0.7248
B15079	A097081002	0.7361
B15080	A097081001	0.7212
B15081	A097081003	0.7286
B12234	A097082003	0.715
B14908	A097082002	0.7468
B12334	A097082001	0.7231
B12229	A097083003	0.7883
B12228	A097083007	0.7405
B14910	A097083005	0.7512
B12227	A097083008	0.7417
B14911	A097083006	0.7262
B12329	A097083004	0.7629
B12328	A097083002	0.7593
B12330	A097083001	0.7473
B18042	A097084001	0.7239
B09018	A097085002	0.948
B09019	A097085004	0.77
B09032	A097085001/097085005	0.7497
B09033	A097085003	0.7431
B09028	A097086002	0.9057
B09025	A097086001	0.7473
B09027	A097086004	0.7426
B09026	A097086003	0.7099
B18414	A097087002	0.7666
B16494	A097087001	0.7609
B18457	A097088001	0.7198
B16513	A097089002	0.703
B17243	A097089001	0.7112
B16508	A097090001	0.7378
B15061	A097093002	0.7449
B15060	A097093001	0.718
B16701	A097094001	0.7279
B15073	A097095002	0.7605
B15074	A097095001	0.7116
B12257	A097096003/01	0.7257
B12339	A097096003/02/097096001	0.7394
B12340	A097096002	0.7454
B15063	A097097001	0.7102
B15062	A097097002	0.717
B15078	A097098001/097098003	0.7073
B15077	A097098002	0.7118
B18444	A097099002	0.7537
B18442	A097099001	0.7121
B15803	A097100001	0.7224
B15802	A097100002	0.7389
B15805	A097100003	0.7129
B12233	A097101007	0.8244
B14970	A097101009	0.8176
B12231	A097101006	0.8115
B14968	A097101001	0.8059
B12331	A097101002	0.7379
B12332	A097101003	0.6892
B12230	A097101004	0.792
B12232	A097101005	0.7798
B14969	A097101008	0.7625
B07367	A017049002	0.9711
B08611	A017049003	0.8519
B07369	A017049001	0.7235
B16514	A097102001	0.7294
B16465	A097102002	0.7155
B18038	A097103001	0.7423
B17419	A097103002	0.7104
B18405	A097104001	0.7397
B18476	A097105002	0.7235
B18480	A097105001	0.7024
B16705	A097106001/097106002	0.674
B18443	A097107001	0.774
B18454	A097108001	0.73
B18434	A097109001	0.7395
B04353	A097110002	0.7411
B07275	A097110001	0.7302
B04352	A097110003	0.7408
B12236	A097111003	1.2829
B12238	A097111004	0.9659
B12235	A097111002	0.8983
B12237	A097111005	0.7895
B12337	A097111001	0.748
B18033	A097112002	0.778
B18439	A097112001	0.7348
B16704	A097113001/097113002	0.7043
B04327	A107001011	1.108
B04358	A107001012	1.0158
B07138	A107001004	1.0079
B04323	A107001006	0.9982
B04324	A107001005	1.0063
B04326	A107001008	0.9659
B07102	A107001009	0.9525
B04325	A107001007	0.9145
B04355	A107001003	0.9437
B04354	A107001002	0.9878
B04357	A107001010	0.923
B04356	A107001001	0.944
B16519	A107002001	0.9175
B16790	A107003001	0.9901
B16523	A107004001	0.9341
B18501	A107005001	0.913
B18499	A107006002	0.9854
B17304	A107006001/01	0.9759
B17136	A107006001/02	0.9065
B12406	A107007002	0.9474
B12420	A107007001/107007003	0.9545
B16673	A107008001	0.9148
B04379	A107009004	0.9347
B04378	A107009001	0.9085
B07262	A107009003	0.8176
B04359	A107009002	0.9076
B18917	A107010001/107010002	0.9474
B17306	A107011001	0.956
B16676	A107012001	0.9258
B16677	A107012002	0.9132
B18500	A107013001	0.9606
B14797	A107014002	1.093
B12304	A107014005	0.9426
B12360	A107014001/02	0.9401
B14798	A107014001/01	0.9222
B14828	A107014004	0.9878
B14708	A107014003	0.8454
B12265	A107015003	0.9427
B12264	A107015002	0.9554
B12348	A107015004	0.9262
B12349	A107015001/01	0.9624
B15083	A107016002	0.9563
B15084	A107016001	0.9411
B16599	A107017001	0.9454
B12309	A107018003/01	1.0141
B12305	A107018005	1.0027
B12308	A107018004	0.9957
B12307	A107018006	0.9946
B12306	A107018002	0.9934
B12361	A107018003/02/107018001	0.9405
B12263	A107019005	1.054
B12262	A107019003	1.0144
B14796	A107019002	1.0085
B12347	A107019004	1.0144
B12346	A107019001	0.9801
B15733	A107021001	0.9828
B16675	A107020001/107022001	0.9431
B17339	A107023001	0.9326
B16800	A107024001	1.0006
B16804	A107025001	0.951
B11757	A107026002	0.9733
B10748	A107026001	0.9303
B17302	A107027001	0.9577
B11770	A107028001	1.0325
B10749	A107028003	0.9944
B10763	A107028002	0.9668
B12411	A107029003	1.0098
B14799	A107029002	0.9865
B12422	A107029001	0.9077
B12409	A107029006	0.9707
B12407	A107029004/01	0.9701
B12408	A107029007	0.9661
B14800	A107029003/107029005	0.9576
B12412	A107029004/02	0.9563
B12410	A107029005	0.9234
B15088	A107030001	0.9741
B16601	A107031001	0.9306
B16602	A107031002	0.9354
B18436	A107032001	1.0275
B17303	A107033001	0.9977
B16789	A107034001	0.9838
B16596	A107035001	0.9554
B16518	A107036001	0.9468
B17371	A107037001	0.9494
B15086	A107038001	0.9348
B09056	A107039002	1.3515
B09057	A107039003	1.2018
B09058	A107039005	1.072
B09282	A107039004	0.8638
B18031	A107040001	0.9725
B16597	A107041002	0.9951
B15734	A107041001	0.94
B18658	A107042003	1.1342
B08567	A107042001	1.011
B07472	A107042002	0.9951
B15087	A107043001	0.9267
B09045	A107044003	1.0281
B09043	A107044006	0.9859
B09044	A107044005	0.9616
B10584	A107044001	0.9706
B09277	A107044004	1.0016
B09278	A107044002	0.9419
B15089	A107045001	0.9274
B07474	A107046002/02	1.0357
B08566	A107046001	0.984
B07473	A107046003	0.9341
B07475	A107046002/03	0.8983
B07476	A107046002/01	0.9142
B08582	A107047002	1.0483
B08563	A107047001	1.0043
